Species	PRI_240116_PS_FTMSMS-_1.mzXML	PRI_240116_PS_FTMSMS-_2.mzXML	PRI_240116_PS_FTMSMS-_3.mzXML	PRI_240116_PS_FTMSMS-_4.mzXML	PRI_Group-1	Mspecies	FAI.FC_240116_PS_FTMSMS-_1.mzXML	FAI.FC_240116_PS_FTMSMS-_2.mzXML	FAI.FC_240116_PS_FTMSMS-_3.mzXML	FAI.FC_240116_PS_FTMSMS-_4.mzXML	FAI.FC_Group-1
PS 38:5:0	0.49701893	0.47854525	0.51380825	0.5583328	[0.47854525..0.5583328]	Sum	[0.62568885..0.62568885]	[0.64336294..0.64336294]	[0.66139793..0.66139793]	[0.64199746..0.64199746]	[0.62568885..0.66139793]	
						PS 16:0-22:5 (0z-7z)	[0.089974634..0.089974634]	[0.09286562..0.09286562]	[0.0898227..0.0898227]	[0.08998251..0.08998251]	[0.0898227..0.09286562]	
						PS 18:1-20:4 (0z-8z)	[0.5357143..0.5357143]	[0.5504971..0.5504971]	[0.5715752..0.5715752]	[0.55201495..0.55201495]	[0.5357143..0.5715752]	
PS 38:6:0	0.12430052	0.13388525	0.1333931	0.15071207	[0.12430052..0.15071207]	Sum	[0.09699311..0.09699311]	[0.103064775..0.103064775]	[0.0982443..0.0982443]	[0.10364829..0.10364829]	[0.09699311..0.10364829]	
						PS 16:0-22:6	[0.09168038..0.09168038]	[0.09738066..0.09738066]	[0.0922728..0.0922728]	[0.09769379..0.09769379]	[0.09168038..0.09769379]	
						PS 18:2-20:4 (0z-8z)	[0.0053127413..0.0053127413]	[0.0056840884..0.0056840884]	[0.0059714876..0.0059714876]	[0.0059544947..0.0059544947]	[0.0053127413..0.0059714876]	
PS 39:0:0	0.0	-1.4301623E-6	-1.1082518E-6	0.0	[-1.4301623E-6..0.0]	Sum	[0.13483506..0.13483506]	[0.13366431..0.13366431]	[0.13523251..0.13523251]	[0.14312282..0.14312282]	[0.13366431..0.14312282]	
						PS 18:0-21:0	[0.13483508..0.13483508]	[0.13366428..0.13366428]	[0.1352325..0.1352325]	[0.14312284..0.14312284]	[0.13366428..0.14312284]	
PS 39:1:0	0.122999385	0.14903335	0.14037547	0.14097549	[0.122999385..0.14903335]	Sum	[0.19510865..0.19510865]	[0.21217287..0.21217287]	[0.19451277..0.19451277]	[0.21239899..0.21239899]	[0.19451277..0.21239899]	
						PS 16:1-23:0	[8.6121756E-4..8.6121756E-4]	[0.0012358769..0.0012358769]	[7.129531E-4..7.129531E-4]	[9.507823E-4..9.507823E-4]	[7.129531E-4..0.0012358769]	
						PS 17:1-22:0	[0.0015230101..0.0015230101]	[0.0026526889..0.0026526889]	[0.0012540562..0.0012540562]	[0.002936959..0.002936959]	[0.0012540562..0.002936959]	
						PS 18:1-21:0	[0.11595219..0.11595219]	[0.121580794..0.121580794]	[0.11032667..0.11032667]	[0.11431052..0.11431052]	[0.11032667..0.121580794]	
						PS 18:0-21:1	[0.06416407..0.06416407]	[0.07154072..0.07154072]	[0.06801073..0.06801073]	[0.08060667..0.08060667]	[0.06416407..0.08060667]	
						PS 19:1-20:0	[0.0012229398..0.0012229398]	[0.0013132265..0.0013132265]	[0.0014237517..0.0014237517]	[9.0054394E-4..9.0054394E-4]	[9.0054394E-4..0.0014237517]	
						PS 19:0-20:1	[0.011385242..0.011385242]	[0.013849491..0.013849491]	[0.012784599..0.012784599]	[0.012693531..0.012693531]	[0.011385242..0.013849491]	
PS 39:2:0	0.086257495	0.04346541	0.070093796	0.070496984	[0.04346541..0.086257495]	Sum	[0.17980751..0.17980751]	[0.18573992..0.18573992]	[0.19762814..0.19762814]	[0.19386534..0.19386534]	[0.17980751..0.19762814]	
						PS 18:1-21:1	[0.07104068..0.07104068]	[0.07796438..0.07796438]	[0.08103492..0.08103492]	[0.082624584..0.082624584]	[0.07104068..0.082624584]	
						PS 18:0-21:2	[0.0966969..0.0966969]	[0.09654959..0.09654959]	[0.107394844..0.107394844]	[0.10087411..0.10087411]	[0.09654959..0.107394844]	
						PS 19:1-20:1	[0.012069956..0.012069956]	[0.011225891..0.011225891]	[0.0091983685..0.0091983685]	[0.010366648..0.010366648]	[0.0091983685..0.012069956]	
PS 39:3:0	0.090757914	0.08259297	0.08402836	0.08984705	[0.08259297..0.090757914]	Sum	[1.0508424..1.0508424]	[1.0592077..1.0592077]	[1.1478807..1.1478807]	[1.108553..1.108553]	[1.0508424..1.1478807]	
						PS 18:0-21:3 (0z-11z)	[1.0508425..1.0508425]	[1.0592074..1.0592074]	[1.1478806..1.1478806]	[1.1085532..1.1085532]	[1.0508425..1.1478806]	
PS 39:4:0	0.061181724	0.07419606	0.06499649	0.06455626	[0.061181724..0.07419606]	Sum	[0.24838278..0.24838278]	[0.24619234..0.24619234]	[0.27070293..0.27070293]	[0.25850284..0.25850284]	[0.24619234..0.27070293]	
						PS 17:0-22:4 (0z-10z)	[0.020623503..0.020623503]	[0.022778697..0.022778697]	[0.021875978..0.021875978]	[0.020966863..0.020966863]	[0.020623503..0.022778697]	
						PS 18:1-21:3 (0z-11z)	[0.17750795..0.17750795]	[0.17273176..0.17273176]	[0.1971739..0.1971739]	[0.18457486..0.18457486]	[0.17273176..0.1971739]	
						PS 18:0-21:4 (0z-8z)	[0.03898928..0.03898928]	[0.03884418..0.03884418]	[0.039272595..0.039272595]	[0.040183462..0.040183462]	[0.03884418..0.040183462]	
						PS 19:0-20:4 (0z-8z)	[0.011262054..0.011262054]	[0.011837632..0.011837632]	[0.012380458..0.012380458]	[0.0127776675..0.0127776675]	[0.011262054..0.0127776675]	
PS 39:5:0	0.017262205	0.0	0.02235885	0.0253293	[0.0..0.0253293]	Sum	[0.017411813..0.017411813]	[0.018499952..0.018499952]	[0.017747913..0.017747913]	[0.018825075..0.018825075]	[0.017411813..0.018825075]	
						PS 17:1-22:4 (0z-10z)	[8.480375E-4..8.480375E-4]	[9.927864E-4..9.927864E-4]	[8.6911034E-4..8.6911034E-4]	[9.393992E-4..9.393992E-4]	[8.480375E-4..9.927864E-4]	
						PS 17:0-22:5 (0z-7z)	[0.010883354..0.010883354]	[0.011612796..0.011612796]	[0.010850209..0.010850209]	[0.011818986..0.011818986]	[0.010850209..0.011818986]	
						PS 19:1-20:4 (0z-8z)	[0.005680423..0.005680423]	[0.0058943643..0.0058943643]	[0.006028592..0.006028592]	[0.0060666897..0.0060666897]	[0.005680423..0.0060666897]	
PS 39:6:0	0.026463209	0.023389801	0.0	0.0	[0.0..0.026463209]	Sum	[0.014546081..0.014546081]	[0.015082604..0.015082604]	[0.014323992..0.014323992]	[0.014452858..0.014452858]	[0.014323992..0.015082604]	
						PS 17:0-22:6	[0.014546083..0.014546083]	[0.0150826005..0.0150826005]	[0.01432399..0.01432399]	[0.014452858..0.014452858]	[0.01432399..0.0150826005]	
PS 40:1:0	0.61145395	0.6674872	0.6318265	0.65710855	[0.61145395..0.6674872]	Sum	[1.016414..1.016414]	[1.0312728..1.0312728]	[0.9886736..0.9886736]	[1.0309272..1.0309272]	[0.9886736..1.0312728]	
						PS 18:1-22:0	[0.6886828..0.6886828]	[0.687938..0.687938]	[0.66512895..0.66512895]	[0.70889544..0.70889544]	[0.66512895..0.70889544]	
						PS 18:0-22:1	[0.3096023..0.3096023]	[0.32178944..0.32178944]	[0.30577996..0.30577996]	[0.30515343..0.30515343]	[0.30515343..0.32178944]	
						PS 20:0-20:1	[0.01812907..0.01812907]	[0.021544993..0.021544993]	[0.017764643..0.017764643]	[0.016878279..0.016878279]	[0.016878279..0.021544993]	
PS 40:2:0	1.1580442	1.1554542	1.1083194	1.1378552	[1.1083194..1.1580442]	Sum	[1.1116068..1.1116068]	[1.161093..1.161093]	[1.089599..1.089599]	[1.1618948..1.1618948]	[1.089599..1.1618948]	
						PS 18:1-22:1	[0.7578421..0.7578421]	[0.7994514..0.7994514]	[0.73943406..0.73943406]	[0.7882107..0.7882107]	[0.73943406..0.7994514]	
						PS 18:0-22:2	[0.30170658..0.30170658]	[0.3135904..0.3135904]	[0.3014104..0.3014104]	[0.3182089..0.3182089]	[0.3014104..0.3182089]	
						PS 20:1/20:1	[0.052058343..0.052058343]	[0.04805097..0.04805097]	[0.0487545..0.0487545]	[0.05547539..0.05547539]	[0.04805097..0.05547539]	
PS 40:3:0	0.6654281	0.6007503	0.6102599	0.60288787	[0.6007503..0.6654281]	Sum	[1.5372944..1.5372944]	[1.5952607..1.5952607]	[1.4355259..1.4355259]	[1.4578971..1.4578971]	[1.4355259..1.5952607]	
						PS 18:1-22:2	[0.15602425..0.15602425]	[0.17060974..0.17060974]	[0.16134204..0.16134204]	[0.16002119..0.16002119]	[0.15602425..0.17060974]	
						PS 18:0-22:3	[1.3812703..1.3812703]	[1.4246505..1.4246505]	[1.2741839..1.2741839]	[1.297876..1.297876]	[1.2741839..1.4246505]	
PS 40:4:0	5.009536	5.0622873	5.037997	5.1144485	[5.009536..5.1144485]	Sum	[5.0789104..5.0789104]	[5.209774..5.209774]	[5.109165..5.109165]	[5.118257..5.118257]	[5.0789104..5.209774]	
						PS 18:1-22:3	[0.21166056..0.21166056]	[0.23612458..0.23612458]	[0.24344163..0.24344163]	[0.2107953..0.2107953]	[0.2107953..0.24344163]	
						PS 18:0-22:4 (0z-10z)	[4.8672504..4.8672504]	[4.973648..4.973648]	[4.865723..4.865723]	[4.907462..4.907462]	[4.865723..4.973648]	
PS 40:5:0	4.4517183	4.552738	4.373086	4.5005436	[4.373086..4.552738]	Sum	[6.034203..6.034203]	[6.0414824..6.0414824]	[6.3118687..6.3118687]	[6.071769..6.071769]	[6.034203..6.3118687]	
						PS 18:0-22:5 (0z-7z)	[6.0342035..6.0342035]	[6.041481..6.041481]	[6.311868..6.311868]	[6.0717697..6.0717697]	[6.0342035..6.311868]	
PS 40:6:0	12.862362	12.729633	12.7020035	12.80508	[12.7020035..12.862362]	Sum	[9.760535..9.760535]	[10.131444..10.131444]	[9.327414..9.327414]	[9.612108..9.612108]	[9.327414..10.131444]	
						PS 18:0-22:6	[9.760536..9.760536]	[10.131442..10.131442]	[9.327413..9.327413]	[9.612109..9.612109]	[9.327413..10.131442]	
PS 40:7:0	0.21912523	0.2216507	0.22141768	0.23754524	[0.21912523..0.23754524]	Sum	[0.1621701..0.1621701]	[0.16668652..0.16668652]	[0.15847218..0.15847218]	[0.16098347..0.16098347]	[0.15847218..0.16668652]	
						PS 18:1-22:6	[0.13566147..0.13566147]	[0.14016439..0.14016439]	[0.13190402..0.13190402]	[0.13548382..0.13548382]	[0.13190402..0.14016439]	
						PS 20:3 (0z-11z)-20:4 (0z-8z)	[0.026508663..0.026508663]	[0.02652209..0.02652209]	[0.026568145..0.026568145]	[0.025499683..0.025499683]	[0.025499683..0.026568145]	
PS 40:8:0	0.024198867	0.0	0.02479961	0.030147796	[0.0..0.030147796]	Sum	[0.004705193..0.004705193]	[0.0047278665..0.0047278665]	[0.004229324..0.004229324]	[0.004448409..0.004448409]	[0.004229324..0.0047278665]	
						PS 18:2-22:6	[0.0019474298..0.0019474298]	[0.0020566084..0.0020566084]	[0.0017190889..0.0017190889]	[0.0018062762..0.0018062762]	[0.0017190889..0.0020566084]	
						PS 20:4 (0z-8z)/20:4 (0z-8z)	[0.002757763..0.002757763]	[0.0026712567..0.0026712567]	[0.002510235..0.002510235]	[0.002642133..0.002642133]	[0.002510235..0.002757763]	
PS 41:0:0	-1.6250605E-6	-1.5142895E-6	0.0	-1.055043E-6	[-1.6250605E-6..0.0]	Sum	[0.3320051..0.3320051]	[0.33990538..0.33990538]	[0.33210105..0.33210105]	[0.35860044..0.35860044]	[0.3320051..0.35860044]	
						PS 18:0-23:0	[0.33200514..0.33200514]	[0.33990532..0.33990532]	[0.33210105..0.33210105]	[0.35860047..0.35860047]	[0.33200514..0.35860047]	
PS 41:1:0	0.11867583	0.1285573	0.124739796	0.1093232	[0.1093232..0.1285573]	Sum	[0.12464202..0.12464202]	[0.11387056..0.11387056]	[0.10865935..0.10865935]	[0.11982581..0.11982581]	[0.10865935..0.12464202]	
						PS 18:1-23:0	[0.12464203..0.12464203]	[0.11387053..0.11387053]	[0.10865935..0.10865935]	[0.119825825..0.119825825]	[0.10865935..0.12464203]	
PS 41:2:0	0.10256859	0.10723971	0.09970491	0.10883126	[0.09970491..0.10883126]	Sum	[0.54578674..0.54578674]	[0.5544909..0.5544909]	[0.61751515..0.61751515]	[0.5831731..0.5831731]	[0.54578674..0.61751515]	
						PS 18:1-23:1	[0.5457868..0.5457868]	[0.5544908..0.5544908]	[0.6175151..0.6175151]	[0.58317316..0.58317316]	[0.5457868..0.6175151]	
PS 41:3:0	0.035213437	0.045142908	0.05157093	0.04185397	[0.035213437..0.05157093]	Sum	[0.37107334..0.37107334]	[0.3540847..0.3540847]	[0.39502946..0.39502946]	[0.38407758..0.38407758]	[0.3540847..0.39502946]	
						PS 18:1-23:2	[0.24025826..0.24025826]	[0.22976358..0.22976358]	[0.25189382..0.25189382]	[0.24614362..0.24614362]	[0.22976358..0.25189382]	
						PS 18:0-23:3	[0.124845654..0.124845654]	[0.12100393..0.12100393]	[0.1369423..0.1369423]	[0.13071637..0.13071637]	[0.12100393..0.1369423]	
						PS 19:0-22:3	[0.0059694266..0.0059694266]	[0.0033170911..0.0033170911]	[0.006193308..0.006193308]	[0.0072176154..0.0072176154]	[0.0033170911..0.0072176154]	
PS 41:4:0	0.030180806	0.036615267	0.042598654	0.04193081	[0.030180806..0.042598654]	Sum	[0.21316737..0.21316737]	[0.22181247..0.22181247]	[0.12583517..0.12583517]	[0.12547608..0.12547608]	[0.12547608..0.22181247]	
						PS 18:1-23:3	[0.061840106..0.061840106]	[0.06214518..0.06214518]	[0.038416088..0.038416088]	[0.036337644..0.036337644]	[0.036337644..0.06214518]	
						PS 18:0-23:4 (0z-10z)	[0.13478027..0.13478027]	[0.14118454..0.14118454]	[0.069570884..0.069570884]	[0.06955542..0.06955542]	[0.06955542..0.14118454]	
						PS 19:1-22:3	[0.0016505145..0.0016505145]	[0.0022223254..0.0022223254]	[0.003023112..0.003023112]	[0.003027188..0.003027188]	[0.0016505145..0.003027188]	
						PS 19:0-22:4 (0z-10z)	[0.010995689..0.010995689]	[0.011795079..0.011795079]	[0.010712519..0.010712519]	[0.011892684..0.011892684]	[0.010712519..0.011892684]	
						PS 20:4 (0z-8z)-21:0	[0.0039008078..0.0039008078]	[0.0044653066..0.0044653066]	[0.0041125286..0.0041125286]	[0.004663151..0.004663151]	[0.0039008078..0.004663151]	
PS 41:5:0	0.03996927	0.029906712	0.030809268	0.024858866	[0.024858866..0.03996927]	Sum	[0.009023303..0.009023303]	[0.010098717..0.010098717]	[0.008097176..0.008097176]	[0.009422668..0.009422668]	[0.008097176..0.010098717]	
						PS 19:0-22:5 (0z-7z)	[0.009023304..0.009023304]	[0.010098714..0.010098714]	[0.008097176..0.008097176]	[0.009422669..0.009422669]	[0.008097176..0.010098714]	
PS 41:6:0	0.04574491	0.05562263	0.06322041	0.05618046	[0.04574491..0.06322041]	Sum	[0.011150561..0.011150561]	[0.015530443..0.015530443]	[0.012241977..0.012241977]	[0.011722875..0.011722875]	[0.011150561..0.015530443]	
						PS 19:0-22:6	[0.011150563..0.011150563]	[0.01553044..0.01553044]	[0.012241976..0.012241976]	[0.011722876..0.011722876]	[0.011150563..0.01553044]	
PS 42:1:0	0.13423894	0.10078085	0.14230664	0.10784134	[0.10078085..0.14230664]	Sum	[1.5264678..1.5264678]	[1.5486996..1.5486996]	[1.3152993..1.3152993]	[1.2557666..1.2557666]	[1.2557666..1.5486996]	
						PS 18:1-24:0	[0.6176927..0.6176927]	[0.6078694..0.6078694]	[0.47766805..0.47766805]	[0.47993082..0.47993082]	[0.47766805..0.6176927]	
