Species	PRI_240116_PS_FTMSMS-_1.mzXML	PRI_240116_PS_FTMSMS-_2.mzXML	PRI_240116_PS_FTMSMS-_3.mzXML	PRI_240116_PS_FTMSMS-_4.mzXML	PRI_Group-1	Mspecies	FAI.FC_240116_PS_FTMSMS-_1.mzXML	FAI.FC_240116_PS_FTMSMS-_2.mzXML	FAI.FC_240116_PS_FTMSMS-_3.mzXML	FAI.FC_240116_PS_FTMSMS-_4.mzXML	FAI.FC_Group-1
						PS 17:1/22:0	[0.0..0.003559554]	[5.858759E-5..0.0019451667]	[0.0..0.0]	[0.0021620085..0.008067321]	[0.0..0.008067321]
						PS 21:0/18:1	[0.03734994..0.14505486]	[0.029912606..0.13763306]	[0.03405007..0.13701709]	[0.02918266..0.13840103]	[0.02918266..0.14505486]
						PS 18:1/21:0	[0.14709735..0.29147494]	[0.16258056..0.29726076]	[0.13885666..0.2769357]	[0.14641215..0.29590344]	[0.13885666..0.29726076]
						PS 18:0/21:1	[0.15810402..0.19116086]	[0.17966615..0.19470459]	[0.16596761..0.19618754]	[0.19226396..0.26975447]	[0.15810402..0.26975447]
						PS 21:1/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]
						PS 20:0/19:1	[0.0..0.0031676604]	[0.0027014364..0.004350326]	[0.0..0.0030376038]	[0.0..0.0019161198]	[0.0..0.004350326]
						PS 19:1/20:0	[0.0..0.0031676604]	[0.0..0.0]	[0.0..0.0030376038]	[0.0..0.0019161198]	[0.0..0.0031676604]
						PS 20:1/19:0	[0.0047998377..0.012001275]	[0.007822056..0.012448347]	[0.0059498996..0.008360043]	[0.008021535..0.015747784]	[0.0047998377..0.015747784]
						PS 19:0/20:1	[0.016592987..0.02736425]	[0.017481321..0.024060111]	[0.02071132..0.0245518]	[0.015423862..0.024910763]	[0.015423862..0.02736425]
PS 39:3:0	0.1987327	0.18755038	0.18643008	0.19956085	[0.18643008..0.19956085]	Sum	[1.7863272..2.5531201]	[1.6279536..2.4444427]	[1.8534192..2.5355668]	[1.8525732..2.6106155]	[1.6279536..2.6106155]
						PS 18:0/21:3 (5z-11z)	[1.7863272..2.5531201]	[1.6279536..2.4444427]	[1.8534192..2.5355668]	[1.8525732..2.6106155]	[1.6279536..2.6106155]
